date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),GoDoc (Go),Hackage (Haskell),Hex.pm (Elixir/Erlang),LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),PyPI,Rubygems.org
2013/05/13,,6216,27500,27501,4515,,,4911,,,57879,,29839,12257,10796,595,30868,56392
2013/05/14,,6219,27509,27510,4521,,,4911,,,57905,,29931,12286,10830,595,30901,56461
2013/05/15,,6227,27516,27517,4524,,,4911,,,57992,,30028,12306,10869,595,30933,56523
2013/05/16,,6237,27526,27528,4530,,,4911,,,58013,,30106,12337,10902,595,30968,56572
2013/05/17,,6252,27533,27533,4535,,,4911,,,58080,,30198,12360,10938,595,31003,56627
2013/05/18,,6260,27540,27540,4528,,,4911,,,58121,,30263,12362,10976,595,31037,56689
2013/05/19,,6260,27543,27543,4531,,,4911,,,58158,,30323,12407,11010,595,31063,56728
2013/05/20,,6267,27556,27556,4533,,,4911,,,58227,,30388,12431,11028,595,31090,56783
2013/05/21,,6285,27560,27561,4531,,,4911,,,58278,,30472,12440,11073,595,31072,56837
2013/05/22,,6295,27569,27570,4539,,,4911,,,58326,,30555,12475,11113,595,31105,56915
2013/05/23,,6298,27582,27582,4542,,,4911,,,58387,,30645,12505,11150,595,31139,56982
2013/05/24,,6309,27587,27588,4546,,,4911,,,58424,,30727,12488,11183,595,31073,57035
2013/05/25,,6325,27595,27595,4550,,,4911,,,58492,,30801,12509,11221,595,31108,57083
2013/05/26,,6330,27602,27602,4555,,,4911,,,58503,,30845,12523,11243,595,31132,57108
2013/05/27,,6334,27610,27610,4556,,,4911,,,58539,,30915,12539,11280,595,31165,57147
2013/05/28,,6337,27617,27617,4560,,,4911,,,58554,,31009,12564,11329,595,31201,57196
2013/05/29,,6343,27630,27632,4568,,,4911,,,58618,,31095,12582,11375,595,31242,57246
2013/05/30,,6353,27639,27639,4573,,,4911,,,58660,,31169,12609,11417,595,31283,57293
2013/05/31,,6359,27645,27645,4577,,,4911,,,58726,,31246,12626,11434,595,31303,57369
2013/06/01,,6374,27651,27651,4576,,,4911,,,58767,,31329,12641,11459,595,31335,57418
2013/06/02,,6380,27656,27657,4576,,,4911,,,58791,,31402,12652,11489,595,31371,57464
2013/06/03,,6384,27660,27662,4578,,,4911,,,58826,,31496,12678,11530,595,31395,
2013/06/04,,6392,27672,27674,4587,,,4911,,,58886,,31583,12697,11576,595,31382,57555
2013/06/05,,6404,27682,27682,4595,,,4911,,,59063,,31660,12723,11611,595,31406,57604
2013/06/06,,6409,27692,27693,4598,,,4911,,,59119,,31764,12741,11650,595,31428,57658
2013/06/07,,6413,27703,27703,4599,,,4911,,,59348,,31862,12764,11706,595,31460,57702
2013/06/08,,6432,27712,27712,4602,,,4911,,,59410,,31950,12779,11742,595,31482,57750
2013/06/09,,6439,27718,27719,4603,,,4911,,,59421,,32022,12795,11773,595,31509,57789
2013/06/10,,6445,27722,27723,4604,,,4911,,,59461,,32099,12813,11804,595,31534,57822
2013/06/11,,6455,27728,27728,4607,,,4911,,,59567,,32162,12829,11848,595,31577,57882
2013/06/12,,6458,27734,27735,4611,,,4911,,,59626,,32300,12855,11875,595,31605,57943
2013/06/13,,6466,27742,27743,4614,,,4911,,,59692,,32373,12885,11932,595,31652,57989
2013/06/14,,6475,27750,27750,4616,,,4911,,,59819,,32483,12910,11973,595,31696,58045
2013/06/15,,6484,27753,27755,4619,,,4911,,,59844,,32557,12936,11995,595,31720,58083
2013/06/16,,6488,27769,27769,4623,,,4911,,,59855,,32621,12953,12024,595,31745,58105
2013/06/17,,6498,27775,27776,4624,,,4911,,,59886,,32705,12971,12067,595,31776,58150
2013/06/18,,6507,27782,27782,4626,,,4911,,,59928,,32789,12994,12112,595,31805,58211
2013/06/19,,6519,27792,27792,4633,,,4911,,,59950,,32878,13021,12170,595,31832,58269
2013/06/20,,6525,27795,27795,4638,,,,,,59989,,32995,13041,12211,595,31869,58333
2013/06/21,,6538,27807,27807,4636,,,,,,60195,,33053,13061,12274,595,31898,58356
2013/06/22,,6546,27814,27814,4638,,,,,,60225,,33129,13093,12303,595,31911,58400
2013/06/23,,6556,27816,27816,4640,,,,,,60248,,33201,13105,12332,595,31939,58431
2013/06/24,,6559,27822,27822,4644,,,,,,60285,,33279,13119,12372,595,31959,58483
2013/06/25,,6569,27827,27827,4650,,,,,,60308,,33375,13143,12442,595,32004,58542
2013/06/26,,6573,27832,27833,4653,,,5117,,,60418,,33449,13164,12472,595,32043,58594
2013/06/27,,6576,27836,27837,4658,,,5119,,,60460,,33529,13182,12518,595,32064,58653
2013/06/28,,6579,27838,27838,4663,,,5121,,,60536,,33610,13208,12564,595,32098,58693
2013/06/29,,6587,27844,27844,4660,,,5122,,,60566,,33696,13215,12593,595,32134,58738
2013/06/30,,6590,27844,27844,4660,,,5129,,,60576,,33761,13238,12613,595,32155,58783
2013/07/01,,6596,27847,27849,4660,,,5130,,,60602,,33865,13248,12641,595,32189,58829
2013/07/02,,6604,27856,27856,4661,,,5135,,,60640,,33947,13258,12680,595,32236,58888
2013/07/03,,6613,27861,27861,4663,,,5138,,,60683,,34051,13279,12715,595,32278,58961
2013/07/04,,6617,27865,27865,4666,,,5138,,,60729,,34143,13293,12777,595,32323,59016
2013/07/05,,6622,27871,27871,4670,,,5141,,,60750,,34239,13309,12825,595,32360,59072
2013/07/06,,6630,27876,27876,4676,,,5144,,,60785,,34332,13316,12891,595,32396,59135
2013/07/07,,6631,27881,27881,4676,,,5147,,,60795,,34412,13326,12914,595,32416,59166
2013/07/08,,6641,27884,27885,4678,,,5151,,,60795,,34508,13365,12945,595,32446,59205
2013/07/09,,6653,27896,27896,4680,,,5152,,,60887,,34601,13370,12984,595,32498,59269
2013/07/10,,6665,27905,27905,4683,,,5155,,,60939,,34686,13394,13022,595,32525,59339
2013/07/11,,6671,27908,27909,4689,,,5155,,,61089,,34783,13430,13090,595,32559,59412
2013/07/12,,6677,27916,27916,4686,,,5157,,,61129,,34875,13481,13139,595,32586,59473
2013/07/13,,6685,27918,27920,4688,,,5161,,,61150,,34978,13491,13186,595,32620,59516
2013/07/14,,6693,27922,27922,4689,,,5162,,,61252,,35053,13512,13230,595,32646,59547
2013/07/15,,6695,27924,27924,4689,,,5165,,,61293,,35128,13527,13262,595,32585,59600
2013/07/16,,6702,27927,27928,4690,,,5165,,,61316,,35210,13553,13325,595,32630,59657
2013/07/17,,6712,27933,27933,4695,,,5170,,,61359,,35297,13574,13378,595,32661,59708
2013/07/18,,6721,27937,27937,4700,,,5171,,,61386,,35404,13593,13434,595,32696,59760
2013/07/19,,6729,27947,27947,4701,,,5175,,,61433,,35519,13709,13479,595,32745,59828
2013/07/20,,6739,27952,27952,4701,,,5176,,,61481,,35611,13723,13504,595,32773,59868
2013/07/21,,6741,27956,27956,4700,,,5178,,,61498,,35675,13731,13528,595,32860,59893
2013/07/22,,6748,27960,27961,4702,,,5181,,,61512,,35747,13750,13559,595,32895,59921
2013/07/23,,6750,27969,27969,4707,,,5182,,,61598,,35867,13776,13612,595,32924,59986
2013/07/24,,6757,27973,27973,4713,,,5184,,,61631,,35976,13803,13681,595,32966,60036
2013/07/25,,6762,27979,27979,4720,,,5184,,,61819,,36079,13824,13733,595,32996,60106
2013/07/26,,6769,27985,27985,4698,,,5184,,,61864,,36159,13834,13791,595,33021,60154
2013/07/27,,6777,27994,27994,4702,,,5191,,,61928,,36238,13862,13829,595,33058,60192
2013/07/28,,6781,28000,28000,4706,,,5193,,,61960,,36310,13868,13870,595,33081,60224
2013/07/29,,6786,28006,28006,4709,,,5197,,,61968,,36408,13929,13903,595,,60264
2013/07/30,,6790,28009,28010,4713,,,5200,,,62021,,36525,13943,13934,595,33150,60318
2013/07/31,,6829,28013,28013,4716,,,5200,,,62044,,36617,13969,13971,595,33185,60380
2013/08/01,,6838,28017,28017,4723,,,5200,,,62090,,36697,13991,14007,595,,60450
2013/08/02,,6850,28023,28027,4726,,,5210,,,62174,,36801,14058,14075,595,33252,60509
2013/08/03,,6859,28036,28037,4727,,,5212,,,62182,,36886,14068,14104,595,33294,60541
2013/08/04,,6862,28034,28034,4729,,,5215,,,62198,,,14077,14138,595,33311,60572
2013/08/05,,6867,28037,28037,4731,,,5215,,,62218,,,14102,14160,595,33344,60613
2013/08/06,,6881,28044,28046,4731,,,5220,,,62307,,37121,14143,14209,595,33393,60669
2013/08/07,,6888,28053,28055,4733,,,5221,,,62353,,37241,14166,14287,595,33435,60721
2013/08/08,,6901,28065,28066,4738,,,5229,,,62390,,37364,14206,14302,595,33470,60765
2013/08/09,,6908,28071,28072,4741,,,5229,,,62408,,37464,14216,14354,595,33505,60829
2013/08/10,,6915,28082,28083,4742,,,5230,,,62446,,37566,14228,14395,595,33542,60876
2013/08/11,,6921,28084,28084,4742,,,5237,,,62477,,37634,14244,14433,595,33565,60919
2013/08/12,,6927,28089,28089,4744,,,5243,,,62504,,37715,14255,14471,595,33597,60967
2013/08/13,,6936,28095,28095,4750,,,5245,,,62680,,37808,14265,14505,595,33635,61027
2013/08/14,,6942,28100,28101,4752,,,5250,,,62752,,37873,14277,14559,595,33672,61098
2013/08/15,,6954,28105,28105,4757,,,5250,,,62782,,37983,14302,14598,595,33707,61144
2013/08/16,,6961,28111,28112,4757,,,5256,,,62803,,38072,14343,14652,595,33752,61201
2013/08/17,,6967,28117,28117,4759,,,5256,,,62830,,38143,14355,14675,595,33786,61246
2013/08/18,,6973,28119,28120,4761,,,5260,,,62864,,38196,14363,14696,595,33802,61277
2013/08/19,,6979,28124,28124,4762,,,5266,,,62893,,38267,14382,14723,595,33840,61314
2013/08/20,,6990,28131,28132,4767,,,5268,,,62937,,38397,14439,14768,595,33886,61387
2013/08/21,,6999,28138,28140,4768,,,5269,,,62974,,38512,14423,14813,595,33935,61450
2013/08/22,,7019,28145,28146,4771,,,5270,,,63008,,38598,14459,14864,595,33966,61504
2013/08/23,,7028,28151,28151,4770,,,5271,,,63036,,38700,14463,14919,595,34002,61549
2013/08/24,,7034,28155,28155,4774,,,5272,,,63070,,38781,14489,14945,595,34034,61615
2013/08/25,,7038,28160,28160,4774,,,5275,,,63075,,38848,14521,14956,595,34063,61656
2013/08/26,,7042,28167,28167,4777,,,5286,,,63100,,38963,14550,15001,595,34097,61696
2013/08/27,,7054,28171,28171,4782,,,5291,,,63149,,39042,14570,15047,595,34134,61746
2013/08/28,,7064,28180,28180,4790,,,5293,,,63169,,39161,14591,15093,595,34176,61813
2013/08/29,,7070,28183,28184,,,,5295,,,63240,,39278,14621,15146,595,34207,61883
2013/08/30,,7079,28187,28187,4799,,,5299,,,63279,,39384,14664,15197,595,34239,61936
2013/08/31,,7083,28191,28191,4799,,,5302,,,63318,,39467,14665,15220,595,34264,61988
2013/09/01,,7087,28198,28199,4802,,,5304,,,63357,,39522,14677,15243,595,34293,62018
2013/09/02,,7091,28202,28202,4804,,,5307,,,63429,,39604,14700,15281,595,34332,62044
2013/09/03,,7096,28207,28207,4809,,,5308,,,63441,,39726,14718,15331,595,34365,62100
2013/09/04,,7103,28213,28213,4814,,,5310,,,63543,,39856,14737,15396,595,34400,62153
2013/09/05,,7113,28217,28219,4815,,,5313,,,63577,,39947,14747,15442,595,34441,62210
2013/09/06,,7125,28227,28227,4816,,,5320,,,63609,,40068,14768,15503,595,34475,62261
2013/09/07,,7129,28231,28232,4815,,,5323,,,63618,,40142,14785,15548,595,34511,62311
2013/09/08,,7135,28237,28239,4816,,,5331,,,63618,,40219,14806,15596,595,34532,62357
2013/09/09,,7143,28247,28248,4819,,,5334,,,63618,,40313,14812,15657,595,34429,62405
2013/09/10,,7164,28253,28254,4822,,,5335,,,63773,,40422,14833,15706,595,34469,62457
2013/09/11,,7167,28265,28268,4827,,,,,,63823,,40542,14854,15751,595,34513,62513
2013/09/12,,7171,28274,28274,4829,,,,,,63889,,40666,14918,15809,595,34542,62575
2013/09/13,,7176,28272,28272,4836,,,,,,63926,,40933,14926,15860,595,34586,62629
2013/09/14,,7180,28287,28287,4835,,,,,,63959,,41014,14986,15897,595,34616,62677
2013/09/15,,7182,28295,28295,4836,,,,,,63981,,41097,15009,15928,595,34636,62707
2013/09/16,,7188,28303,28303,4838,,,,,,64007,,41193,15033,15992,595,34671,62752
2013/09/17,,7196,28306,28306,4844,,,,,,64056,,41309,15051,16045,595,34709,62801
2013/09/18,,7209,28319,28319,4848,,,,,,64106,,41412,2179,16111,595,34745,62848
2013/09/19,,7205,28338,28340,4849,,,5335,,,64167,,41502,15097,16166,595,34776,62903
2013/09/20,,7211,28348,28348,4848,,,5362,,,64217,,41610,,16220,595,34806,62941
2013/09/21,,7217,28354,28356,4845,,,5370,,,64239,,41693,15129,16256,595,34832,62974
2013/09/22,,7221,28362,28364,4846,,,5372,,,63806,,41758,15142,16286,595,34865,63006
2013/09/23,,7228,28369,28369,4847,,,5377,,,64309,,41820,15167,16324,595,34906,63045
2013/09/24,,7241,28377,28377,4854,,,5381,,,64359,,41917,15180,16389,595,34938,63088
2013/09/25,,7251,28382,28382,4859,,,5382,,,64457,,42031,15225,16459,595,34975,63153
2013/09/26,,7257,28383,28384,4866,,,5383,,,64480,,42129,15234,16511,595,35016,63217
2013/09/27,,7263,28389,28391,4858,,,,,,64503,,42231,15259,16560,595,35048,63265
2013/09/28,,7271,28395,28397,4859,,,,,,64544,,42329,15269,16598,595,35078,63327
2013/09/29,,7277,28412,28413,4861,,,,,,64554,,42420,15281,16629,595,35089,63366
2013/09/30,,7283,28415,28415,4865,,,5383,,,64585,,42510,15494,16671,595,35116,63412
2013/10/01,,7288,28423,28423,4870,,,5383,,,64630,,42613,15308,16705,595,35161,63485
2013/10/02,,7294,28421,28421,4873,,,5383,,,64671,,42715,15318,16774,595,35207,63531
2013/10/03,,7301,28425,28426,4877,,,5383,,,64703,,42819,15344,16822,595,35245,63587
2013/10/04,,7317,28434,28434,4878,,,5383,,,64758,,42933,15357,16886,595,35283,63635
2013/10/05,,7322,28442,28443,4880,,,5383,,,64810,,43028,15373,16919,595,35313,63705
2013/10/06,,7323,28449,28449,4883,,,5383,,,64907,,43099,15368,16949,595,35349,63732
2013/10/07,,7333,28448,28448,4885,,,5383,,,64932,,43166,15376,16978,595,35372,63792
2013/10/08,,7335,28455,28455,4887,,,,,,64966,,43285,15397,17038,595,35432,63859
2013/10/09,,7345,28462,28463,4894,,,5335,,,64995,,43369,15404,17077,595,35468,63911
2013/10/10,,7355,28449,28450,4901,,,5335,,,65037,,43504,15429,17139,595,35523,63996
2013/10/11,,7366,28462,28462,4905,,,5335,,,65173,,43624,15454,17185,595,35556,64045
2013/10/12,,7370,28467,28467,4912,,,5335,,,65261,,43718,15466,17225,595,35588,64097
2013/10/13,,7377,28474,28475,4914,,,5335,,,65291,,43799,15489,17266,595,35619,64124
2013/10/14,,7381,28480,28481,4919,,,5335,,,65302,,43891,15506,17310,595,35649,64175
2013/10/15,,7386,28486,28488,4920,,,5335,,,65344,,44020,15524,17359,595,35680,64247
2013/10/16,,7394,28495,28495,4922,,,5335,,,65390,,44164,15730,17401,595,35722,64315
2013/10/17,,7401,28500,28500,4925,,,5335,,,65421,,44281,15564,17458,595,35785,64378
2013/10/18,,7403,28505,28505,4927,,,5335,,,65472,,44405,16062,17515,595,35815,64502
2013/10/19,,7409,28512,28514,4929,,,,,,65496,,44479,15989,17561,595,35841,64548
2013/10/20,,7412,28517,28518,4934,,,,,,65539,,44544,16000,17625,595,35851,64587
2013/10/21,,7426,28525,28527,4938,,,,,,65562,,,16022,17679,595,35880,64631
2013/10/22,,7445,28535,28536,4948,,,,,,65605,,44778,16040,17735,595,35925,64680
2013/10/23,,7452,28540,28541,4948,,,5335,,,65670,,44904,16075,17789,595,35954,64748
2013/10/24,,7457,28543,28543,4953,,,5335,,,65731,,45013,16101,17855,595,35991,64792
2013/10/25,,7462,28548,28548,4954,,,5335,,,65786,,45123,16403,17924,595,36025,64849
2013/10/26,,7463,28553,28554,4958,,,5335,,,65826,,45240,16436,17985,595,36054,64895
2013/10/27,,7470,28563,28563,4959,,,5335,,,65862,,45299,16449,18027,595,36081,64938
2013/10/28,,7473,28573,28574,4960,,,5335,,,65881,,45383,16520,18078,595,36036,65000
2013/10/29,,7479,28575,28575,4964,,,5335,,,65919,,45513,16534,18125,595,36076,65047
2013/10/30,,7491,28582,28582,4970,,,5335,,,66065,,45657,16555,18158,595,36139,65108
2013/10/31,,7497,28582,28583,4975,,,5335,,,66141,,45780,16585,18212,595,36174,65158
2013/11/01,,7514,28589,28589,4980,,,5335,,,66190,,45882,16635,18272,595,36215,65192
2013/11/02,,7520,28595,28596,4982,,,5335,,,66243,,46007,16661,18318,595,36235,65238
2013/11/03,,7526,28601,28601,4984,,,5335,,,66263,,46103,16672,18337,595,36258,65286
2013/11/04,,7537,28607,28607,4986,,,5335,,,66289,,46198,16689,18384,595,36289,65334
2013/11/05,,7543,28612,28612,4988,,,5335,,,66339,,46297,16714,18434,595,36310,65408
2013/11/06,,7555,28629,28629,4991,,,5335,,,66547,,46426,16741,18476,595,36351,65476
2013/11/07,,7564,28634,28634,4997,,,5335,,,66628,,46580,16776,18523,595,36407,65528
2013/11/08,,7580,28638,28638,4996,,,5335,,,66654,,46699,16806,18575,595,36437,65585
2013/11/09,,7596,28647,28647,5002,,,5335,,,66691,,46805,16817,18607,595,36462,65627
2013/11/10,,7600,28653,28653,5005,,,5335,,,66723,,46877,16829,18642,595,36489,65662
2013/11/11,,7619,28655,28655,5008,,,5335,,,66759,,46994,16845,18689,595,36530,65723
2013/11/12,,7628,28665,28665,5007,,,,,,66795,,47112,16885,18759,595,36563,65775
2013/11/13,,7639,28672,28672,5012,,,,,,66824,,47242,16944,18807,595,36597,65837
2013/11/14,,7644,28676,28676,5016,,,5335,,,66890,,47385,16965,18864,595,36633,65891
2013/11/15,,7655,28685,28685,5019,,,5335,,,66997,,47506,16987,18921,595,,65949
2013/11/16,,7665,28687,28687,5022,,,5335,,,67082,,47604,16997,18997,595,36705,65995
2013/11/17,,7673,28693,28693,5025,,,5335,,,67121,,47688,17025,19046,595,36738,66025
2013/11/18,,7676,28697,28697,5027,,,5335,,,67140,,47783,17054,19090,595,36767,66070
2013/11/19,,,,,,,,,,,,,,,,,,
2013/11/20,,7689,28709,28709,5031,,,5335,,,67239,,48060,16776,19186,595,36841,66217
2013/11/21,,7700,28708,28708,5034,,,5335,,,67353,,48186,16834,19233,595,36898,66270
2013/11/22,,7708,28715,28715,5035,,,5335,,,67381,,48311,16847,19284,595,36942,66333
2013/11/23,,7711,28726,28726,5037,,,5335,,,67447,,48413,16869,19317,595,36993,66376
2013/11/24,,7716,28732,28732,5039,,,5335,,,67479,,48515,16889,19366,595,37023,66413
2013/11/25,,7728,28739,28739,5045,,,5673,,,67534,,48631,16914,19439,595,37041,66450
2013/11/26,,7735,28746,28746,5048,,,5673,,,67582,,48770,16944,19512,595,37082,66523
2013/11/27,,7742,28753,28753,5052,,,5673,,,67618,,48891,16959,19573,595,37116,66585
2013/11/28,,7748,28757,28757,5061,,,5673,,,67668,,49034,16975,19631,595,37140,66651
2013/11/29,,7749,28749,28749,5060,,,5673,,,67693,,49133,16987,19686,595,37168,66696
2013/11/30,,7755,28754,28754,5062,,,5673,,,67732,,49223,16999,19742,595,37214,66718
2013/12/01,,7762,28758,28758,5062,,,5673,,,67779,,49308,17021,19795,595,37235,66737
2013/12/02,,7769,28766,28766,5065,,,5673,,,67795,,49434,17047,19835,595,37273,66784
2013/12/03,,7776,28772,28772,5066,,,5673,,,67839,,49560,17079,19889,595,37306,66842
2013/12/04,,7784,28770,,5066,,,5673,,,67902,,49701,17104,19972,595,37359,66906
2013/12/05,,7800,28773,28773,5065,,,5673,,,67951,,49822,17131,20035,595,37391,66948
2013/12/06,,7806,28773,28773,5068,,,5673,,,68042,,50004,17197,20100,595,37443,67006
2013/12/07,,7812,28773,28773,5072,,,5673,,,68065,,50140,17232,20147,595,37473,67054
2013/12/08,,7822,28773,28773,5073,,,5673,,,68094,,50255,17242,20176,595,37493,67087
2013/12/09,,7826,28773,28773,5073,,,5673,,,68107,,50387,17265,20232,595,37543,67150
2013/12/10,,7837,28808,28808,5071,,,5673,,,68153,,50544,17280,20285,595,37496,67215
2013/12/11,,7843,28809,28809,5073,,,5673,,,68195,,50690,17294,20335,595,37525,67282
2013/12/12,,7847,28810,28810,5076,,,5673,,,68240,,50804,17319,20404,595,37558,67345
2013/12/13,,7863,28820,28820,5080,,,5673,,,68349,,50957,17344,20474,595,37588,67411
2013/12/14,,7869,28828,28828,5081,,,5673,,,68374,,51077,17352,20534,595,37615,67455
2013/12/15,,7875,28834,28834,5082,,,5673,,,68374,,51169,17358,20576,595,37639,67494
2013/12/16,,7882,28834,28834,5087,,,5673,,,68534,,51286,17376,20627,595,37682,67547
2013/12/17,,7893,28842,28842,5086,,,5673,,,68613,,51429,17599,20674,595,37738,67598
2013/12/18,,7899,28848,28848,5088,,,5673,,,68652,,51558,17459,20741,595,37786,67669
2013/12/19,,7905,28852,28852,5092,,,5673,,,68706,,51681,17470,20798,595,37826,67734
2013/12/20,,7914,28858,28858,5096,,,5673,,,68774,,51798,17486,20847,595,37866,67782
2013/12/21,,7922,28862,28862,5048,,,5673,,,68814,,51886,17499,20905,595,37904,67825
2013/12/22,,7928,28865,28865,5047,,,5673,,,68830,,51984,17516,20928,595,38133,67863
2013/12/23,,7936,28868,28868,5048,,,5673,,,68851,,52107,17539,20968,595,38159,67903
2013/12/24,,7943,28869,28869,5051,,,5673,,,68906,,52246,17551,21019,595,38189,67937
2013/12/25,,7947,28883,28883,5053,,,5673,,,68950,,52314,17563,21052,595,38222,67964
2013/12/26,,7955,28882,28882,5052,,,5673,,,68965,,52391,17574,21085,595,38247,67991
2013/12/27,,7959,28884,28884,5055,,,5673,,,68981,,52479,17590,21131,595,38270,68036
2013/12/28,,7962,28886,28886,5059,,,5673,,,69018,,52581,17605,21203,595,38293,68082
2013/12/29,,7965,28891,28891,5059,,,,,,69029,,52671,17614,21249,595,38315,68117
2013/12/30,,7967,28894,28894,5064,,,,,,69046,,52774,17635,21334,595,38351,68169
2013/12/31,,7972,28909,28909,5067,,,,,,69087,,52888,17653,21389,595,38376,68210
2014/01/01,,7976,28912,28912,5049,,,,,,69131,,52986,17658,21413,595,38404,68241
2014/01/02,,7981,28915,28915,5052,,,,,,69165,,53109,17673,21456,595,38430,68278
2014/01/03,,7985,28926,28926,5052,,,,,,69236,,53259,17699,21598,595,38488,68327
2014/01/04,,7988,28938,28938,5058,,,,,,69278,,53399,17718,21635,595,38530,68377
2014/01/05,,7992,28942,28942,5060,,,5673,,,69310,,53531,17734,21674,595,38553,68417
2014/01/06,,7997,28952,28952,5061,,,5673,,,69316,,53652,17750,21722,595,38584,68470
2014/01/07,,8001,28955,28955,5068,,,5673,,,69357,,53790,17780,21775,595,38625,68519
2014/01/08,,8011,28958,28958,5073,,,5673,,,69389,,53930,17828,21817,595,38660,68563
2014/01/09,,8024,28958,28958,5083,,,5673,,,69429,,54064,17847,21888,595,38698,68616
2014/01/10,,8036,28958,28958,5087,,,5673,,,69459,,54218,17867,21945,595,38736,68685
2014/01/11,,8042,28958,28958,5089,,,5673,,,69512,,54329,17889,21995,595,38768,68735
2014/01/12,,8051,28977,28977,5089,,,5673,,,69527,,54443,17908,22041,595,38787,68764
2014/01/13,,8063,28987,28987,5089,,,5673,,,69565,,54616,17937,22110,595,38807,68816
2014/01/14,,8072,28992,28992,5094,,,5673,,,69640,,54797,18001,22166,595,38852,68867
2014/01/15,,8082,28992,28992,5103,,,5673,,,69673,,54896,18001,22223,595,38893,68925
2014/01/16,,8093,28994,28994,5106,,,5673,,,69708,,55043,18028,22272,595,38939,68976
2014/01/17,,8102,29000,29000,5116,,,5673,,,69744,,55171,18064,22320,595,39158,69018
2014/01/18,,8103,29013,29013,5122,,,5971,,,69851,,55314,18080,22366,595,39182,69075
2014/01/19,,8118,29018,29018,5124,,,5971,,,69889,,55430,18105,22416,595,39207,69117
2014/01/20,,8121,29024,29024,5128,,,5971,,,69911,,55553,18203,22476,595,39237,69154
2014/01/21,,8146,29028,29028,5132,,,5971,,,70009,,55714,18281,22539,595,39292,69220
2014/01/22,,8159,29037,29037,5135,,,5971,,,70068,,55874,18199,22597,595,39340,69287
2014/01/23,,8171,29039,29039,5142,,,5971,,,70123,,56013,18229,22655,595,39383,69328
2014/01/24,,8183,29041,29041,5144,,,5971,,,70159,,56132,18257,22726,595,39246,69379
2014/01/25,,8195,29047,29047,5149,,,5971,,,70190,,56266,18285,22791,595,39281,69436
2014/01/26,,8209,29052,29052,5151,,,5971,,,70214,,56484,18306,22841,595,39305,69480
2014/01/27,,8219,29059,29059,5150,,,5971,,,70239,,56648,18344,22938,595,39347,69519
2014/01/28,,8230,29065,29065,5157,,,5971,,,70295,,56788,18386,23020,595,39392,69574
2014/01/29,,8240,29073,29073,5162,,,5971,,,70328,,56919,1035,23072,595,39423,69625
2014/01/30,,8250,29079,29079,5163,,,5971,,,70368,,57047,18449,23118,595,39459,69685
2014/01/31,,8258,29057,29057,5165,,,,,,70419,,57172,18456,23193,595,39492,69748
2014/02/01,,8264,28980,28980,5168,,,,,,70472,,57308,18480,23239,595,39523,69800
2014/02/02,,8267,28984,28984,5170,,,6007,,,70512,1594,57407,18498,23286,595,39561,69837
2014/02/03,,8276,28990,28990,5165,,,6008,,,70532,1597,57487,18516,23378,595,39496,69889
2014/02/04,,8292,28999,28999,5169,,,6015,,,70620,1598,57701,18541,23453,595,39539,69956
2014/02/05,,8302,29006,29006,5170,,,6019,,,70639,1601,57862,18573,23515,595,39576,70020
2014/02/06,,8317,28990,28990,5172,,,6024,,,70752,1604,58026,18608,23569,595,39621,70069
2014/02/07,,8329,28970,28970,5176,,,6028,,,70812,1604,58166,18658,23648,595,39663,70131
2014/02/08,,8333,28974,28974,5178,,,6034,,,70862,1604,58293,18672,23705,595,39695,70171
2014/02/09,,8339,28980,28980,5181,,,6039,,,70878,1605,58416,18689,23741,595,39720,70214
2014/02/10,,8351,28985,28985,5186,,,6044,,,70901,1606,58540,18716,23795,595,39758,70254
2014/02/11,,8359,28990,28990,5194,,,6048,,,70935,1606,58700,18737,23832,595,39800,70319
2014/02/12,,8364,28996,28996,5201,,,6052,,,70996,1606,58857,18764,23908,595,39842,70388
2014/02/13,,8375,28998,28998,5205,,,6057,,,71049,1606,58992,18794,24003,595,39893,70469
2014/02/14,,8384,29007,29007,5206,,,6067,,,71075,1618,59154,18809,24070,595,39922,70521
2014/02/15,,8392,29016,29016,5209,,,6069,,,71102,1622,59270,18835,24112,595,39954,70579
2014/02/16,,8400,29022,29022,5210,,,6073,,,71139,1625,59391,18859,24159,595,39985,70621
2014/02/17,,8408,29027,29027,5215,,,6076,,,71167,1629,59524,18885,24231,595,40027,70670
2014/02/18,,8420,29040,29040,5224,,,6079,,,71209,1630,59759,18915,24279,595,40064,70752
2014/02/19,,8424,29038,29038,5225,,,6081,,,71306,1631,59952,18946,24364,595,40113,70812
2014/02/20,,8440,29041,29041,5228,,,6083,,,71407,1631,60145,18966,24405,595,40135,70873
2014/02/21,,8449,29045,29045,5228,,,6088,,,71436,1638,60324,19024,24494,595,40184,70972
2014/02/22,,8466,29045,29045,5231,,,6090,,,71475,1638,60461,19071,24627,595,40236,71031
2014/02/23,,8475,29052,29052,5233,,,6095,,,71501,1641,60606,19107,24662,595,40265,71053
2014/02/24,,8484,29057,29057,5235,,,6104,,,71575,1644,60757,19136,24736,595,40297,71114
2014/02/25,,8493,29064,29064,5238,,,6106,,,71618,1652,60956,19181,24811,595,40347,71196
